Hash,Message
da109667b,typo; thanks to Jean-Baptiste Nivoit
63b259979,testcase for PR 49261
79670427f,actual release date is May 7th 2010 for Apache Ant 1.8.1
79e2bb534,the newsgroup comp.lang.java.announce is being retired. See http://groups.google.com/group/comp.lang.java.announce/msg/8476c67626eeee9b
b00f385f7,bump version
c9c4a2ce8,adapt to version change
35e9c976a,"be consistent when it comes to overwriting read-only files, add an option to do just that to <copy>.  PR 49261"
18e948f21,add a new example
508bb0dae,Make <move> behave consistently for read-only destinations.  PR 49261
c83bf3257,deal with read-only dest files in echo and concat.
6b0cc9488,wrong assignment after I renamed the parameter.  Unfortunately there doesn't seem to be a testcase that catches the error
8bc8b6357,testcase for concat's overwrite attribute
fdbe8c9fe,try to make javamail use the specified port even when using SSL.  Bugzilla Report 49267
fedabb553,JDK 1.4
a26365ccc,<xslt> ignores classpath when defaulting to TraX.  PR 49271
17c956a19,"Pr 49279, DemuxInputStream.read() should return unsigned values (mandated by contract of InputStream)"
5a0c10d85,git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@943930 13f79535-47bb-0310-9956-ffa450edef68
a0f02bf26,"Fix compilation inside a container which may have some 3rd-party libraries loaded somewhere but not accessible with includeantruntime=""false"". Otherwise get numerous errors trying to compile e.g. JavaMail- or JSCH-related tasks from inside NetBeans. Would be cleaner for <available> to have an option to check in the specified classpath + bootstrap & extension loader, but not elsewhere; lacking that, have to specifically not use ignoresystemclasses=""true"" on anything which is likely to be part of the JRE."
da48edd72,Distinguishing between compile-time and runtime classpath for JUnit tests.
4f97344bd,"#49287: TraXLiaison belongs in ant.jar, not ant-nodeps.jar, since it is (now) a hard dep of XSLTProcess."
c83d25789,"Fork JUnit tests by default. Otherwise two major problems prevent plain old 'ant test' from working: 1. You get NCDFEs, mostly from JUnit framework classes, for most tests. 2. The version tested is `which ant` rather than what is in the source tree,    resulting in weird failures such as in ConcatTest:      The <concat> type doesn't support the ""overwrite"" attribute."
4519c37a7,"Now that it is not necessary to put junit.jar into $CLASSPATH to run tests, need to make sure -Dtestcase=... works too."
d47d4cf35,"Added short story, described fetch.xml, updated download instructions"
3fb4745e7,<checksum>'s totalproperty doesn't work with repeated file names.  PR 36748
25968eb0c,grammar
92663dfd6,ftp download fails for certain setups.  PR 49296.  Based on patch by Kristof Neirynck
969aeca23,merge fix for PR 49296
b5e966962,Ignoring everything fetch.xml currently seems to download.
9b4c1eb6d,remove starteam from manual
5cd87d016,Add JAI library through the JBoss public maven repository
84a0001a8,Fixing ignore list for JAI.
b3dd34d99,"attempt to make jar examples a little easier to read, updateipfileset example"
354020355,#49287 cont'd: XSLTTraceSupport must also be in ant.jar.
d01dd6aff,"Add NetRexxC library, add support for FTP and temp cache, delete obsolete comment, update ignores for IBM license"
c8f231cce,"Fixed missing dependency on networking, in case netrexx target is called by itself"
4fd200234,pr 49326. Sun JVM tries to mmap the entire file during a copy. For large files this is not feasible. We now explicitly request to copy at most 16 MiB per request.
c78b5d0ba,fix spelling error in var name
418e5964d,attempt to upload artefacts to maven repository
eb9d50343,"after all, nexus wants the checksums"
82f828eb0,adding information about nexus upload
f7d47f6b7,Continued spelling fix from 947340.
c16ad8705,eol-style
6e3e104ba,"updating release instructions, adding promote step"
63de28ca8,Ignoring java-repository.
96d124bbb,1.1.3 is the version currently downloaded.
18a4492f1,Can now compile against regular JDK.
c8902947a,JMF no longer needed since javax.sound is in JDK; suggesting fetch.xml for nonstandard deps.
27bd9990f,Apparent typo.
