Hash,Message
6cc06e519,preparation for Ant 1.9.5
b9b8af4a5,add a special property to set to build the MacOSX installer since we do not ship it by default add a check that our POMS are able to compile the code in release.sh
6a66bea04,"fixing syntax error, only one condition is supported inside the condition task"
2c950354e,adding a classpath tag in order to prevent a runtime error caused by a Java bug and the JUnit 4 annotations from happening
ca8ade576,compile before running findbugs
524d1e31e,add contributors files and patch.xml to source tarballs
845f1de9e,zap tabs
806749177,add contributors files and patch.xml to binary tarballs as well
39ad231a2,upgrade AntUnit
f0f1a3ca0,BUnzipTest was writing outside of ${output}
74d19d829,BZip2Test was writing outside of ${output}
24e5a0e88,update STATUS file
c56d59fe3,update STATUS file
a0c94c50e,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/ant
3691c213c,svn => git
f168a341f,wrong host name
731805f22,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/ant
7472cb03e,Add some useful classes to ant-testutil.jar (e.g. BuildFileRule)
34fdc2f62,PR 56641 <untar> cannot read entries with empty gid/uid anymore
8819ee167,Deal with InputStreams that don't return the full PAX header in one read()
ca34ebdbd,whitespace
a6b49f948,PR 56593 XMLJUnitResultFormatter may throw NPE when Java cannot determine hostname.  Submitted by Joel Tucci.
ca4d61911,freecode is no more
6e88f92ea,PR 56584 allow ReplaceTokens filter to use multi-character token separators.  Submitted by Ralf Hergert.
211b7188a,update checkstyle (check 'DoubleCheckLocking' was removed in CS)
66329f7fe,Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/ant
aa21694b8,checkstyle
877b505fe,Creating the HTMLReport doesnt need Ivy
4e9ffe5bb,"Checkstyle creates the directory, so report transformation does not need that any more."
f6bdb170f,Show the checkstyle messages sorted by error instead by file.
f13816683,"checkstyle, some Java5"
71ae87127,checkstyle
bf6026a14,organize imports
1b76f1b6d,checkstyle
13f6d98c9,make it compile under Java5 (1.5.0_22-b03)
789422e13,oops - make it compile under Java5 again
7f5188230,PR 56678 - add proxy support to signjar when using the TSA.  Submitted by Robbie Gibson.
f98f49551,PR 56678 only set proxy configuration for TSA if url is set
97030dbec,whitespace
a2cf61633,fix up-to-date check for filesets in tar
