Hash,Message
df6777ddd,update ReleaseInstructions
0c614c40e,bumping version number to 1.9.4 for the next release
3212aa453,Add toString() method for easier debugging
7ee36a0dc,Add missing ASL headers
8bbf71ca4,changing recipe to update the manual
c7741302f,import failed to import file specified as absolute path imported from an URI/jar - PR 50953
5f5da6899,untabify
f4f656dff,equals implementations are not null-safe
6a6bf3879,put some more effort into detecting duplicate imports.  PR 55097
234c1d9ff,weed out race-condition in mkdirs calls inspired by PR 55290 and Matthias Bhend's suggestion
6ef5a1f1b,synchronize access to helpers cache - PR 37501
c35ce9c03,document userAgent attribute.  PR 55489
65f4b403f,whitespace
a9c761db3,manifestclasspath uses wrong path for parent directory of jar.  Patch by Grégoire Vatry.  PR 55049
c92f8f160,enable test
169becaf5,prefixValues=false in <property> doesn't work - PR 54769
ecac58c5a,fixlastline didn't work when the no-arg read() method of MultiReader was used.  PR 54672
6ea9dc102,When loading resources from jars it seems to be advisable to disable caching.  PR 54473.  Combining patches by René Krell and Antoine Levy-Lambert.
9bd753321,deal more gracefully with non-JARs on the CLASSPATH - PR 53964
bfa0ded76,Don't use leading slashes for patterns inipfileset.  PR 53949
326b38f70,assorted micro-optimizations by Adrian Nistor - 13 different Bugzilla issues
075882d3d,two more optimizations by Adrian Nistor I overlooked
13c01b296,improve skipping of non-zips based on feedback by Jesse
b4cc7e84a,happy new year
562c27936,"don't set the use-caches flag for all connections, just for the one currently read from - caught by Jesse Glick"
39734fdce,NPE in javadoc when no destdir is specified.  PR 55949
a17032a42,merge filesetmanifest=mergewithoutmain even if no explicit manifest has been specified.  PR 54171
a8bcf75d2,add a null-guard PR 53754
e7af303b2,Don't delete the target if copy failed because the target was read-only.  PR 53095
e46fd219c,removeNotFollowedSymlinks='true' might be deleting too eagerly.  PR 53959
6307fed88,allow System.in to be passed to sshexec'ed process.  Patch by rosvit.  PR 55393
93eb23657,various new attributes around System.err handling in sshexec.  Submitted by Gilbert Rebhan.  PR 48478
c7befb5bd,whitespace
965917ea1,seems to be wrapping the wrong stream
812852292,failOnWarning attribute for javadoc.  Patch by Tim Boemker.  PR 55015
7dbdd6081,"outputencoding for sql, patch by Miroslavaťko.  PR 39541"
c098b9c80,whitespace
313479bb3,try to make OOM in <junit> less likely.  PR 45536.  Submitted by Steve Loughran who decided not to commit it himself :-)
d4ad83411,missing WHATSNEW section for Daniel Trebbien's patch to help make an OOM in XMLJunitResultFormatter less likely.  PR 54147
2f3db21a4,whitespace
875a96d99,add testcase for PR 55015
f079bd6d5,Add an extra second in the hope this fixes the inconsistent test on Gump
0e01584f3,extract method refactoring
a5ad127be,copy using channels ignored append attribute so must not be used when append is requested
0c41850a5,Fall back to stream based copy if channel based copy fails for some reason - PRs 53102 and 54397
cd9ed042d,forgot to save WHATSNEW
d3f98c2b7, Javadoc.postProcessGeneratedJavadocs() fails for Classes that extend Javadoc - PR 56047
0e9021fe5,Add keys for cduffy to KEYS
38f4bc677,be more lenient when parsing tar headers
5fc48a4bf,assorted spelling fixes by Lajos Veres - closes #4
3c1f0ee7f,"add a 'binaryOutput' attribute to redirector to prevent Ant from corrupting, well, binary output.  PRs 56156 and 55667"
