Hash,Message
7aa7d5ba3,Announce Ant 1.5.2
96cf0f784,#17142 - enhance Javadoc tag element to allow a fileset
18537aa25,"Jon has declared himself ""emeritus"""
959d02d12,Add pointer to generics compiler adapter.
016fab406,Move items to the correct version
0f276785d,<scp>
c2baa1471,Set file mode correctly for files read from <zipfileset>s.
8eb5f371e,Make JIKESPATH construction on Mac OS X take JAVA_HOME into account. This won't change anything if the user doesn't set JAVA_HOME.
24436a1c9,Remove email address from sources
29b103aba,This is what I think about ePost's new business model
d3cca72f1,Some PGP key changes
5a6b83a78,Improve log message when classloader fails to read a resource.
91aa5050e,looks better that way
39939945c,Fix ambiguity in the manual
4a288273a,When changing dirs resolve to the coorect separator conventions PR:	10755
af734d01c,".ssh is in ${user.home}, not ${user.dir}."
c3e4e8395,point out that CVS is a requirement
2bdf958cf,implementing bug 12060: provide a toString operator so that turning into a property is mildly meaningful.
92f62e7eb,a raid by the deprecation police.
77ee46ba7,"refactoring so that ilasm can share code (and moved something into NetCommand as it may be more at home there, but that may be bogus). Fixed  ilasm to handle multiple files and do dependency checking. More convoluted than one would have thought."
18f584943,dotnet tests
f3a31e1d1,Upgrade to jsch-0.1.2
7f2ab4f51,2003
cbc4de47e,ildasm inserts a copyright statement on everything it disassembles...
362a94080,"Rounding off the toolchain with <defines> that has the same syntax as that of <cc>, a resource type for resource inclusion, and , uh, a J# compiler. Notice how I reverse the pureJava setting from that of vjc, so you need to explicitly ask for impure java. I havent enabled this in the types yet, in case anyone wants to veto the concept altogether."
d4d037c40,new tests
ccbba5ab9,"dotnet tests in the build file. with the references and definitions, we are almost nearing a workable .net solution in ant. Which makes this a good candiate for tearing out into a standalone project, were it more popular"
12793a5b1,bug 14034: doc corrections
16792b478,2003
783efcbef,.NET tests need .NET apps
75a3e2d83,Save some (mega)bytes
5fdf0eb22,Make test more robust.  In particular - make it pass on Mac OS X.
2c59f23fd,Make test more robust.  In particular - make it pass on Mac OS X.
5e0218a96,Adapt to JDK 1.4.1 for Mac OS X.
ddd4677c1,Add key based authentication to scp.
242569903,New task <sshexec>.
f674a326e,Update Checkstyle - Ant version compatability
0ce80a2f8,document new scp functionality
65ce43ffe,No reason for a dummy passphrase.
c17abf513,"better track the version for now, jsch is still in a flux a bit"
4e9e01a1f,remove JDK 1.4 dependency
c42c66bca,"finish this fix. it is <depend />, without the s"
75a944cb2,currently failing testcase to demonstrate PR: 17780
8d651ad96,Fix the bug.
a892ac586,keep track of changes
023621fb1,Update sig
b1849c09f,Documentation for <sshexec>.
f984f9775,This is supposed to fix bug 17871.
4bdc90bd5,misleading @since tag
2270580b7,"option to preserve formatting in inline SQL, bug ID http://nagoya.apache.org/bugzilla/show_bug.cgi?id=10719"
e8dec6b49,xdocs is strict about semicolons outside methods
28a907131,documentation for xdocs to pick up
8d8f877c7,subant goes in there (provisionally)
ec05fe2dc,"Henri doesn't have the time to upload every new Ant RPM anymore, better stop providing them from our site, then."
f99cce140,Remove reference to Jakarta
53a5f3aac,Add pointer to XInclude.
9b1f68940,New filter <escapeunicode> that translates non-ASCII characters to \u1234 escapes.
6caba693a,A little housekeeping
368ff94af,17871 is fixed
f624f1bf4,"Add support for HP's NonStop Server (formerly known by several names, including Tandem)."
dbf3ccbed,hopefully fix the Gump build
71ee2798e,upgrading to an XDoclet that works on Mac OS X JDK 1.4.1 - woohoo!
fc6826126,JDK 1.1
c4e985f82,Pointers Submitted by:	Jan.Materne <Jan dot Materne at rzf dot fin dash nrw dot de>                         Markus Gebhard <markus at jave dot de>                         Steve Neal <S dot Neal at Smartkey dot co dot uk>
45359d125,untabify
526589e66,Greebo has moved
ebe4a52c1,Merge fix for bug 14974 from 1.5 branch
49cd2040d,Merge fix for bug 18053 from 1.5 branch
d02db89e8,Merge fix for bug 17952 from 1.5 branch
7deabb5ca,Merge fix for bug 17660 from 1.5 branch
4bfc6d0df,Merge fix for bug 17293 from 1.5 branch
1bfbc041c,Merge fix for bug 14697 from 1.5 branch
23828535f,Merge fix for bug 14521 from 1.5 branch
ff5fe94c1,Demonstrate bug 18105
d64034d24,TarEntry's File-constructor didn't work for many OSes.
4e347a681,Make <cab>'s basedir optional.
7d1a567e2,Missing merge from 1.5 branch :-(
1a679d72d,AntDoc has moved
a8170f879,Typo
b86016b5a,Don't include Sun's runtime when compiling with jvc unless the user explicitly asks for it.
ee990e4e8,Typo
7f78161f3,"Some cleanups, changes and additions:"
709e8bb7a,Add manifest encoding options to control the encoding used to read in manifests
98e20365e,2003
e020b459d,Add pointers to JBuilder 8 Enterprise and Gel.
63dca2a74,Fix some URLs
46f083250,update info on AntFarm
40ce7de3a,New task <sync>.
d082c0f81,Update website with 1.5.3 Beta 1 availability Remove Ant2 reference from front page
4bd7216e7,Fix javadocs.
3bf298063,manual insertion of xdocs pages
6482a14b6,Make starteam checkout handle deleted labels correctly.
