Hash,Message
30f51e5e5,Ant 1.5.3 release
db343d7f2,Fix link - oops
b3d02c180,"Don't defer setting of default excludes for the implicit fileset, thereby making <tar basedir=""...""> and <zip basedir=""...""> honor this attribute."
c72f738f4,Keep record of fixed bugs
e4041a124,Provide user control over Statement's escape processing.
74cf9531d,Make <javah> work on JDK 1.4.2.
b1de9ab9c,Demonstrate bug 18670
4c99d3e1c,There is no bug
2652cf805,Clarify docs
84cab9935,Demonstrate bug 18625
abaeb8910,Don't die on empty values.
0743b3315,testlet has moved again
587708948,Fix <signjar>'s documentation (jar attribute is not required).
9e6324ee6,"Simplify build file, now that JDK 1.2 is a given"
af5f25430,Spread the word
8893d9a1e,Use MARC as our primary archive link until dlr finds time to breathe.
6f398b3e9,Patch from Lo��c P��ron <loic.peron@bigfoot.com> to compile against ant153
ee260aac0,"Indicate default for update attribute, Bug 18949"
1603a8769,More syncing of the antlib proposal with the main code line.
65457fac3,"moving to httpclient, slowly"
0cabf5e97,"Utility class to centralize all classloader and ""instante from custom classloader"" related actions."
107f11cbf,Add a new containsregexp selector.
782de6529,Fix javadoc typos
b69348e4a,Argh
a60251157,style fixes
5471b3392,"Better explain what we mean with ""must verify using signatures from main site""."
92e641bcd,Add myself to the list as a test of write access
710b0e612,More cleanup
87241e965,typo
f87fdc99c,"New ""skip"" attribute for HeadFilter and TailFilter"
f3e9ec622,Adding a new attribute is not a bug...
c4fc48f69,Call setproject for all created objects.
9f6552fad,New tokenfilter for filterchain
6dfb8b1db,&quote; -> &quot;
d07b90cde,6 New ClearCase Tasks Created
5845f471f,Note on addition of six clearcase tasks.
4344d352d,1.5.2 -> 1.5.3
8d6a4bd90,Provide ability to override selection of files to be transformed.
ffd2a2d7c,Update Release history.
5722812db,Better detection of classes passed as method params like 'System.out.println(Outer.Inner.class);' PR: 13273
d76fda652,Add ability to overwrite or skip writable files during 'get latest' or 'checkout' Add ability to specify timestamps for files retrieved during 'get latest' or 'checkout' Fix label length issues Other minor fixes unearthed after major refactoring of VSS tasks
a8908596a,Update the manual to reflect new attributes
518d88ae5,Make javadoc happy
c461637ce,"It's me again, erm, 2003, I mean."
52eb4a613,Make breadcrumbs work on IE 5 for MacOS.
7e87d0f97,"Beanshell and Apache BSF don't like each other.  As the test is going to use Javascript anyway, the check whether scripting is available should do so, too.  In particular, the test will now checke whether Rhino is there, which the old test didn't."
3f240a64d,Add myself to contributors list
617f12691,Make it work with JDK 1.2
1fd75097c,HeadTailTest reportedly fails on Mac OS-X and Linux.  A correct solution is probably to address PR 18476.  Acknowledging this issue while working on a fix.
26a9faff1,Refactor static method into a non-static version.
2807da85e,fix bugrep 18956 p4change task causes build to hang
8e96b7d83,fix bugrep 17257 build.sh install problem under cygwin
accade670,Changing employers again. Trying to avoid spam... Added Wolf and myself (after more then 2 years passed 8-)) to manual credits.
069868a7c,"The contributors list is supoosed to be sorted - I think the locale for collation is en_US, not sure ;-)"
6476a432f,Typos
3f56c62d1,Documentation for the image task.
da4c9d0f1,Correctly echo selected properties.
528fbc7fd,Enable <antlr>'s debug attribute.
553f1ae61,Missed updated testcase in previous commit
6a23425d9,Updated 1.5.3 download to remove spurious junit.jar
576c80c81,Improve event dispatch performance (OK because we are using a cloned list of listeners)
80bf50a17,Add destfile attribute to <gzip> and <bzip2>.
39b192914,Add linksource attribute to Javadoc.
416d46165,add international support for mailtask - bug report 15434
