Hash,Message
33affb939,Announce 1.5.1
a699be567,Remove award logos from header and put them into the news page.
48b4bcbe4,link to RPMS
88d351492,"with 1.5.1, this doesn't need to be on the front page any longer"
41feb573c,Make use of nested <manifest> for ant-bootstrap.jar instead of using separate files that need to be kept in sync.
5698e6e90,"Suppress ""ignoring compiler setting"" warning in javac if the user hasn't set the compiler."
61bbc457f,Add pathref attribute to <arg>.
4e687594a,<manifest> could miss situations in which an update was necessary.
183c69625,"opensourcedirectory seems to have changed its ""business model"" from a pure catalog to a review and rate system.  Anybody can write a review about Ant and use that to announce a new release, at the same time, there is no marker of the current release and no ""project owner"" anymore."
de744cc55,Remove the old embed proposal.
653d3ebc7,doc correct
1699e3544,Remove straggler.
e5a85d726,This is the reflection based fixup for weak refs on 1.2+
620b8828e,Refactoring and extension of the .net compiler tasks
d8d8b2a5a,Brian's new tests
b15937e23,and the new task declaration
ab8c553cf,initial JDK 1.1 fixes
2eeb7ab48,re-add support for ANT_ARGS environment variable to ant.bat which has been lost in revision 1.19 of that file.
114e8b961,"move WeakishReference1.2 to optional, fix copyright, fix string ref to classname"
66ee5af87,update exclusion pattern
1bd67b5b8,fix typo
60528537f,"""plain"" result formatter could throw NPE if an exception occured in the test's setUp method."
2bf96ad9a,"doc updates. PR: 13422, 13431 Submitted by:	Jesse Glick <jesse.glick at netbeans.com>,                 Paul Cantrell <cantrell at pobox.com>"
8fd187b9f,* Create separate jars for all those optional tasks that have external dependencies.
7c0d8dc33,"those <antcall> tasks don't make things clearer at all, we can as well roll the <jar>s into the target."
83a9fbc0b,<delete> doesn't catch all cases where the implicit fileset gets used (and may thus ignore some attributes or nested selectors).
cf41ec1d8,Added the proposed hook for component creation.
217dce84c,"Moved XMLDOM to taskdefs. There is no difference between type and task any more, and it may do some active stuff in execute()"
d06d2aa4f,"Added an alternate implementation, so we can override default behavior and control the creation."
da1aa04a4,Few small changes and comments.
589ffa248,Added a callback for setProperty. This would allow different property stores to implement their own policy.
b28f26047,Various fixes and changes to support more lazy creation  of tasks and the other changes.
0124baebe,Various fixes
0c9788b8a,"Few changes, added few enhancements I proposed in the past."
b723ad53e,That's the big change.
51f00807c,Removed ServiceDiscoveryTask ( for now ).
3d87c182a,Update the build and test files
fc8b6adc2,Update to the current commons-discovery API
8616937cd,Typo reported by Bob Summerwill <bobsummerwill at yahoo.com>
a444dadc1,"explicitly check whether destFile exists in <copy file=""...""/>"
7716e2be7,Revert the property replacement in text.
ea4a6f298,Provide more meaningfull message if source doesn't exist in <.+zip>
70cb3c2ec,Merge changes from the main branch.
6739d2902,Avoid hanging listcab on large filesets (because writing the filelist blocks before listcab's output is being read).
6467f9fa2,Added a small comment on the test ( it is one of the failings for embed )
5413125a9,2 more test failures resolved. Attributes shouldn't be reset.
32e4c2da9,Description implementation ( as a regular task ).
a9fbed217,Swallow warning about filesetManifest as long as its value cannot be altered.
47ac198ec,Handle correctly the classpath if multiple jars are passed as arguments. ; is the right path separator. PR: 13905 Reported by: vishy@borland.com (Vishy Kasar)
8db4a4e6b,Add pointer to Oracle JDeveloper 9i
e758ff801,re-add support for JAVACMD environment variable to ant.bat which has been lost in revision 1.19 of that file.
16747b9b9,Add pointer to purge.
7367a0c35,merge clarification from 1.5 branch.
5475bbd09,Changed the prefix for the optional jars with external deps to ant-. It's just cosmetic - if you feel 'need' is better I'm fine.
278c34b9b,Add pointer to JRun tasks.
fdc4776b0,Add link from <support> to <fileset>
92d691ddd,merge from 1.5 branch
5bc34045a,more merges from 1.5 branch
63623dae1,Remove unused method
f81773f28,fed up with user complaints
7d8da0077,comments about setproxy where relevant
02db5b845,Pointer to yGuard
5a40d2e00,"Split ""Using Ant section""."
a7a6e7a16,Merge Stephane's system-id refactoring into HEAD.
acb441fdf,fix issues reported by PMD
74b6597e3,Fixed NPEs that could have been flying if ant.home was not defined PR: 14232 Reported by: darin_swanson@oti.com (Darin Swanson)
524a7831a,"Enhancements for <xmlproperty>: you can now expand ${properties}, define ids or paths and use Ant's location magic for filename resolutions in the XML file."
79ed1d915,Disable some tests that fail if I apply Craeg's patch and don't have resolver.jar in my CLASSPATH.
ceeb6bff9,"Make <xmlcatalog> support the OASIS ""Open Catalog"" standard with Norman Walsh resolver code from xml-commons."
8ff0a1229,Doc patches and additional tests for <xmlproperty>.
cf8b21a8b,Fix of by one error in printTargets
837f7ef78,Generate some dummy output if <junit> kills a test because of a timeout.
23e61358c,various starteam task enhancements.
bd48fb28b,Fixed spelling. ie occured -> occurred
34a3eff1f,Thanks to Steve Cohen Not sure though where to put this...bugs fixed...changes that could break...others A little bit of everything.
a870267e1,Move added features to 'other changes'. I don't understand the 'stlist' status reflect thing as I'm not familiar with Starteam so I assume the user will understand based on the fixes.
f4622de28,update Jakarta logo
991d9d687,New optional task <symlink>.
535fd73ec,fix NPE
8d84ae5ae,fix misleading message in <replace>.
850986430,Add WHATSNEW entry
8f788f7a2,New tasks <chown> and <chgrp>
beaeb40c3,New task <attrib>
1dc85d47d,Normalize build file location for symlink test
