Hash,Message
3f671a979,Announce Ant 1.6.5 on the web site
a5f5edf37,Ant 1.6.5 release
aaf679e73,add 1.6.5 in ant history in HEAD
0ff74f9f7,Add pointer to properties2java task
a1fdc0375,make JavaDoc more happier
2bd22a38c,more JavaDoc happiness :-)
95d33bffa,If we depracte 'style' we shouldnt use it for ourself :)
5a0b4bb5c,Antidote has been retired.
db6c9ffe5,Hint to ant.home property
88de0fe15,Create a link section so the tutorial is more printable.
b32f4587d,"PR: 35246 As suggested by Darin Swanson. (use USER_LIBDIR, and use File.separatorChar in there)"
17c03de41,"PR: 34241 Tar task now accepts files <8GB (was <2GB), according to POSIX tar standard."
2fd3ef91d,"moved { one line up, extended Cright"
e85e8bf62,remove log level for a better example
7007ef35e,2005
0e117f8b7,Use Jan-Friedrich Mutter's real name
0052ca42a,XmlCatalog had become broken with any dtd/entity location that was not a file. PR: 35269
5ce56d060,s/CODE/code in javadoc HTML
95f7ba989,Insert a space for aesthetic appeal.
5b55eebcf,depends on files not checked in.
de6913029,depends on files not checked in.
761f82ae3,"moving some magic names into place, using them where needed."
653aa05d1,removed unused imports
5c4656733,removed unused private method
c5a01d909,Removed unused local variables.
c5e898eba,Removed unused private fields
bcb846c80,"Little something to make IDE debugging easier; <diagnostics/> prints the diagnostics out as per -diagnostics. 1. Why does Netbeans4.1 keep javax.xml.parsers.SAXParserFactory a secret? SecurityException handling to Diagnostics to compensate. 2. could add output file support, maybe? 3. could add task=""junit"" for detailed task diags instead..."
74b5bfea7,2005
aa64100b4,Fix (add!) outofdate check as indicated by Martijn. D'oh!
12e9f67dd,Add external task 'Incanto' to link list.
a94f92acd,Bug 35345: s/The syntax is filters is/The syntax for filters is/
d2369960b,Unit test for 34963
eabe1ea77,"fix PR 34963, create <br/> in stack-traces"
1ec234ddb,JDK 1.3 doesn't have that constructor (at least not public)
9d4d1c1e7,Minor update.
ccca5104e,PR: 35499 Classname may not contain / or \ so it is safe to convert both to . to get the class name. (Zipfilesets do not necessarily contain File.separator as separator characters.)
9eeac47ba,2005
5e6be9204,Add support for keyboard-interactive authentication to SSH tasks.
e97a33d81,add Atsuhiko Yamanaka
665934f19,untabify
1e2673a7e,checkstyle javadoc
e4eb43d3e,checkstyle - trialing space
17de6d830,checkstyle - line length + javadoc + redundent final
f1562e05e,javadoc
05c37b4a9,javadoc
f4ba64dbb,javadoc + make it final is it has a private constructor
8fbf9a4b9,checkstyle - line length
231d01856,As suggested by Kev Jackson
0900e9976,PR: 35544
d8947d8cc,cright
